<<<<<<< HEAD
000030.70612,    0006.976703, 000026.40476,   00000.28708, 43.238183
 000069.717,   40.982233,  011.8896,    76.7144501,     00067.08252
     71.53829192,  000008.79564,000073.2307,073.1377372,     003.8567761
00080.973042,    28.947657,   000026.336,     30.2236639,     067.161993
 094.1243,53.10512,   66.9043987,    000006.40446,00000019.695
5.84599113,    00067.305, 000035.635,0091.9911366, 00098.597
  0045.893549,   40.63258, 71.63168387,   0000030.881,  0031.602919
      88.130299,    00068.722461,047.8265414,    97.4285569,   0034.38597
 0014.5899274,     0092.489073,    52.08810208,    63.73757302, 00088.646
   71.4544347,     0079.5178763,  000089.1678,0038.644259, 00094.475
      025.8955,    00095.296,0098.623,   00088.6556,  15.1778787
  69.393814,     000000067.4,   080.94398389,   0059.458789,     0000067.857
    65.02597571,  83.487339,  65.301104, 00053.666, 34.6137652
   066.47412,000081.9981,     00085.547968,      092.0562, 000074.205
  000017.933,     000039.7978,   098.24796,    77.9157342,      000094.82581
000003.7149,  60.334847,      0092.5511911,     0056.216555,    52.39092331
   00067.1232,    84.4737062,      0060.699,  0068.393568,   00000024.874
      60.256076,59.339797,   16.72174803,   59.491075,  78.5069238
     0066.50595,    33.61875657,     00012.8248,     6.391205731, 00041.650708
     58.76589774,  094.6593551,    15.375089,      58.73136652, 0079.5326589
  85.28613883,    89.6703353,2.481633863,     000085.878,   61.89693
     98.66513,     00020.870628,58.94097469,   095.6517093,      00015.82205
    000013.875,20.2951198,    0027.83233,     00000015.053,000009.4764
      0063.4107,      000048.572,     0091.56788,    093.36437, 069.5902136
     00000071.454,      0000089.3928, 000014.421,  22.7045225,65.58091971
      00038.411094,     000096.95334,      059.41399,0000046.8924,0000081.6935
  0046.422,      75.18646588,53.138752,    000072.283,34.7837169
     57.99529325, 086.4186603,      95.774017,      63.452087,     0062.7111
  00000040.148, 0098.6363281,  0000049.189, 42.42227986,  0000038.3462
      85.4028109,  0031.54688,    000097.764,     000074.66458,     000021.86547
      0034.9376, 000028.231,    32.95935183,    11.46539652,    84.36769224
     062.1901694,  000070.708, 00095.992877,    12.2205766, 0026.426145
     0070.7297074, 0000032.8824,063.26687,    72.8031265,  2.16896973
 0067.18119, 072.00979528,047.633787,     008.72725, 26.82980923
     026.43022818,   32.14003, 00021.012, 071.1881496, 90.363682
     098.0631474,      0086.903,  57.0243483,  03.3144129, 46.661118
    62.4998229,      97.647538,71.1422141,     000094.999, 029.23712
      92.412851,    00079.55738,      27.50977828,    00093.056076, 011.5268
 96.5897329,   000018.139,     77.563547, 28.01895989,97.31959102
  000095.79072,   072.0943,    00032.672,  074.682359,   32.69582593
     00078.0847,     048.34514145,    00000074.912,   00055.8419,      77.867045
 00074.8344, 00000052.846,    57.96870728,    00011.908006,      02.277484901
      06.13334683,0000010.805, 00064.881294,  00000072.844,     031.43037
 57.820584,     000025.10868,     00015.40431,  00094.339,0040.91928
     00081.594,      000038.0142,   000043.955, 0084.88129,   000056.252
  93.81220677,  62.55325557, 000096.5907,      00044.681293,     51.9083743
     091.15744, 054.15245, 066.8887,   28.99809, 0004.45502
   36.27641124,     63.005606, 0058.3417,     09.40968,      0066.7454699
    0024.7399069,000056.1464, 0000025.433,      40.1040669,   74.994717
    13.964125,    52.27906319,00000027.528, 000069.39575,     00000064.679
      000059.634,     38.076584,   09.851421245, 79.76630541,     00000078.584
      000000092.9,      00056.001274, 65.5604745,15.92291,0044.696031
   00063.27, 6.126877,     0073.605,    40.6186873,    041.2445
      0000083.5005,     30.5268006,  000034.31734,   006.3116,19.419303
   79.955217,  68.33546742,     30.9496923,      13.3843304,     00038.717
   9.563344211,    00080.722,    00000021.637,  82.97976203,      65.1162224
     79.06816138, 52.24573383,  10.48568,  00063.100093,      0052.443
      4.0586938, 0000075.468,   0000017.182,    65.59679313,    00021.843192
  00036.892,   00044.527108,    050.5897,      92.37218157,      14.45315095
=======
 085.1209,     98.6699348,  54.60871626, 0000079.7482,      0000069.563
      0070.45007,   016.20029442,     30.33436186,000016.24847,    16.70179875
      00000058.979,   00059.50704,   0000078.7367,      0000047.3505,      50.7500995
   0096.711, 54.18533595,  056.97288,00078.35023,   0075.3632
    16.5196335,    03.16819961,   086.47035,  11.464898,098.496408
     00000081.659,75.3726692,   059.20494136,      000085.14987,027.710191
  070.84765167, 62.83798918,     00028.164012,    000084.0272,      066.6159
     00000094.229,  00045.511643,  0071.5088,  021.14453652,  0065.2972928
      038.1354083, 4.318729363,      94.0246431,00083.822493,      27.3134808
 00034.175032,     099.8195829, 00083.053,    25.41378205,      000078.1227
      34.37715486,84.510526,001.688611, 000086.9724,    049.4194328
18.376369,     090.18335,   000000037.78,      7.399290286,   000060.021
      097.5718,      00055.5443,   02.114121,0097.438396,    047.36126
   0064.880292,    00067.40143,    96.97879224,29.7849949, 00063.8217
      4.393819,    93.062438,   01.727565,  089.30315135, 1.849125039
0000028.6962, 027.3643,  67.97661071,  0084.3832234,      98.217677
  0010.053,  093.16413,  0055.140607, 00.91636322,      00000068.553
 00029.820634,    00047.49201,024.6157,000042.1907,    0006.2426561
  060.3072,7.1689901,      0000062.8221,   00087.499,    064.0395
 95.40180702, 00000093.495,     056.53062,  000040.79954,      0010.905605
    62.987407,    00020.537232,     45.88103,   00025.425715,      0090.9558
 0049.6494282, 86.2548116, 000077.753,     31.271741,    0.5200120669
   7.0973873, 05.407379603,    57.423744,     49.06466421,      3.6799498
      060.128207, 0000093.49,     0000003.5774,      040.6811383,000000080.97
    66.34995561,   0000005.5593,0000.171115,082.6435,    054.860208
   0092.427993, 0045.9387,016.9686, 0033.998,      089.74968
      055.51577335, 007.1232166,    00067.9157,      65.91396,    0000095.107
   0000017.4888,    0045.34181, 052.5993188,000090.758,    24.9835736
 000098.504,  0070.2315075,078.8504981,     000064.57002,   29.7469558
     00000072.392, 00030.9543,   00053.27332,00098.8725,    0006.385805
    024.6119689,  000081.9304,    19.1380349,    16.80040377,    000078.1169
00085.6371,     66.57257233, 17.95076754,   37.29551825,  12.582454
 0003.2492,  000013.61833,    12.24578033,      82.93908,      010.8072387
    00061.869,  92.51397938,      069.735524,      013.63591087,     22.14543485
 74.9656011,   07.1225394,  93.4986422,07.04565,      0026.049979
  000052.87039,      0000096.1466,      00022.101,     0076.7481205, 084.85731396
     87.16839872,00091.816546,    13.38177111,      00025.69968,    75.002784
     14.5002176,   0000031.9857, 000084.84182,     00050.376627,      00074.303367
      034.84535601,   75.9135931,      0094.2457,   58.21845939,  0091.548
     072.164619,   000.26376,  069.22300691, 0062.123,     073.7766743
   033.96235281, 18.66883229, 00049.08209,     000061.569, 00074.4845
    00000014.032, 03.68931588,     75.84149342,  026.0987472,000045.149
  42.32146, 000090.98217,  000037.8655,    000022.27803,     098.69107113
00050.4844,  000000025.36, 41.55491719,     0001.87534,    7.051030898
    0046.3857,00012.518,    21.88089056,  00043.2558,  00000027.204
  22.76762,  53.97215934,0.261115881,04.77568537,   00000069.412
 24.3396661, 0025.8256,  00036.5162,000043.468,     58.99551766
    50.583156,   00055.583,     034.405277,     000004.04279,   000025.1816
0051.93968, 00040.8954,  0024.758404,  26.38213651,      049.4527
 00000013.462,      0087.288495,      00000082.364,     55.98032, 020.12359235
    0027.35687, 97.9878218,08.35425966,  093.81527, 000080.2191
 0.206793065,  061.8753952,    0083.11502, 0072.762,   46.332622
    018.17116,   000034.78075,   000096.5618,  99.44904,0074.46868
 36.95243068,     0000061.0566,     97.68521069,  0020.78641,    73.7648239
 0095.3735,     00063.693671,   0053.333368,  71.56005662,70.761267
    67.42645558,     012.282172,      0009.639,   00065.24104,   00077.53705
  21.74392558,   0030.166023,0043.845,      00013.306,      0095.20892
     073.5976,     034.6336257,   061.53293,     00035.1502,     0000078.7552
    00.209761,  00000021.559,0073.592643,     0082.785076,  47.40391754
27.24574645,      43.9282745,   78.503478,   00000033.638,1.604374791
    0056.852913,0088.6586,    0072.791088,      050.812151,   031.3895841
  00045.019816,    00059.352,  000040.3441,     013.00172,      009.86672
  34.44766324, 06.25038,04.37385, 00065.45311, 98.5869913
 015.9516,   0000036.283,   83.509501,    036.9132395, 30.53883663
  051.52205096,    0032.0279972,      67.538274,     000033.47324,     0000095.0757
  077.75267,095.9093,00060.4509,  42.7850215,   041.76633392
    00059.270044,  0019.423,     0067.18083,   0015.198,   000013.6276
3.5345112,  3.271650654,00022.578428, 00062.848,      19.65269
    012.42149594,   00077.9499, 54.62981,      8.9142718,  6.61156965
0086.4471343,      81.99443, 31.2140829,74.60666,      0000.2510287
      00056.7307,000011.348,    8.47771464,00053.43428,    74.431147
   000000047.54,50.534407,    50.43103061,  0054.0555759, 00061.415
    68.394303,0047.808,     00018.911, 63.48670448,  097.4611798
   0000049.133, 0079.843747,  000048.17858,     000000091.81,014.6562
     00070.173523,      00093.5271,    62.46694426,      014.663338,      000096.791
0062.004, 55.1008998,     00059.8713,      052.5629,   031.68900619
   074.02253,   0097.7424479,      0031.8594438,    059.3847345, 49.89270574
 0007.00566,    00049.1224, 00056.289069,000033.8509,  00038.371
   39.61300772,   00000094.594,     0081.393,      48.251226,      093.7367
     078.656822, 04.85907015,0076.717003, 96.53026,    074.53686097
   062.107888, 0067.7134,   0000059.6021,     022.9807281,  000047.336
 00000075.086,      000011.78141,0092.3639148,03.064456112,0098.1625
  083.784609,00000004.253,      000056.6494,  000045.0484,     0018.66705
      0026.277,      066.25336326,     008.06724846,   000049.1935,   00000091.199
000022.392,     0000078.8327, 69.9675182,  000024.588,    64.57177554
     60.29457,  041.4089147, 36.567472, 00015.06038,   54.6424527
0000086.8706,   00000071.822,    0000028.3786,     00019.144, 72.45692765
     0055.9968,58.931114,22.91349534,39.23831633,  0050.42222
    00094.838,      044.96910722,  0000032.815,0070.9942,      0000011.3549
    052.19219,   00074.727438,  00065.45,   066.03767,   87.051388
      000084.629,     009.24762251,0008.7253938,   0000033.899,     0002.664793
    00014.3767,  00010.82999,    034.35487, 084.41872,0001.4532089
     0024.146,    61.269141,    000039.4521,    2.710597653,  51.280644
  0052.153,   0000074.3568,   013.23891192,   00000035.117, 00000071.21
  019.40982,  0056.9599,      33.19933633,    96.95197021,     59.93411647
0011.6847,     00031.84525,     000062.537,     0000005.7912,89.0606827
      87.5536208,49.16193,   0000058.995,002.7553009,000073.824
     9.9145614,35.7175582,      00051.2531, 56.08624438,0074.7491
 0077.00051,   000027.41966,      0000011.718,000046.78276,     000033.60547
      27.7543041,     72.1573075,   000028.82008,     0009.8376637, 084.847871
>>>>>>> 3fec4c464aeacacf634b93701629d65eda4d8e47
